"","X","uid","item","finalrating","recommendationId","SelectionCandidateStatus"
"34377",34377,345,22045,1,5,0
"34381",34381,345,22048,1,4,0
"34382",34382,345,22048,2,5,0
"34383",34383,345,22049,2,1,0
"34384",34384,345,22049,1,3,0
"34385",34385,345,22050,1,4,0
"34387",34387,345,22052,1,6,0
"34388",34388,345,22053,1,4,0
"34389",34389,345,22054,2,2,0
"34390",34390,345,22055,2,3,0
"34392",34392,345,22056,2,1,0
"34393",34393,345,22057,1,4,0
"34394",34394,345,22057,1,5,0
"34395",34395,345,22058,1,0,0
"34396",34396,345,22059,3,1,0
"34397",34397,345,22060,2,0,0
"34398",34398,345,22060,1,4,0
"34400",34400,345,22062,4,0,0
"34401",34401,345,22063,1,0,0
"34402",34402,345,22063,2,1,0
"34403",34403,345,22064,1,1,0
"34404",34404,345,22065,3,6,0
"34405",34405,345,22066,1,5,0
"34408",34408,345,22069,1,4,0
"34410",34410,345,22071,1,3,0
"34412",34412,345,22072,2,8,0
"34415",34415,345,22074,2,4,0
"34416",34416,345,22075,1,1,0
"34417",34417,345,22075,2,3,0
"34418",34418,345,22076,2,6,0
"34419",34419,345,1665,1,4,0
"34420",34420,345,22077,1,6,0
"34421",34421,345,22078,1,4,0
"34422",34422,345,22078,1,5,0
"34423",34423,345,22078,1,6,0
"34424",34424,345,22079,1,9,0
"34425",34425,345,22080,3,1,0
"34426",34426,345,22081,2,2,0
"34427",34427,345,22082,3,0,0
"34429",34429,345,22082,2,9,0
"34430",34430,345,1666,2,7,0
"34431",34431,345,22083,2,2,0
"34434",34434,345,22085,2,3,0
"34435",34435,345,22086,1,4,0
"34436",34436,345,22087,4,1,0
"34437",34437,345,22088,2,7,0
"34438",34438,345,22089,2,0,0
"34439",34439,345,22090,2,2,0
"34441",34441,345,22091,2,3,0
"34442",34442,345,22092,3,8,0
"34443",34443,345,22093,2,1,0
"34444",34444,345,22094,1,8,0
"34445",34445,345,22095,2,8,0
"34446",34446,345,22096,1,5,0
"34448",34448,345,22097,2,2,0
"34449",34449,345,22097,2,3,0
"34450",34450,345,22097,1,6,0
"34451",34451,345,22098,2,4,0
"34452",34452,345,22099,2,1,0
"34453",34453,345,22099,3,2,0
"34454",34454,345,22100,1,3,0
"34455",34455,345,22101,2,5,0
"34456",34456,345,22102,1,3,0
"34458",34458,345,22103,2,2,0
"34459",34459,345,22103,2,4,0
"34461",34461,345,22105,2,4,0
"34462",34462,345,22105,1,5,0
"34464",34464,345,22106,1,5,0
"34465",34465,345,22107,2,0,0
"34466",34466,345,22107,1,7,0
"34467",34467,345,22107,2,8,0
"34468",34468,345,22108,1,5,0
"34469",34469,345,22109,2,2,0
"34470",34470,345,22110,3,0,0
"34471",34471,345,22111,2,3,0
"34472",34472,345,22112,2,2,0
"34473",34473,345,22113,2,5,0
"34474",34474,345,22114,3,9,0
"34475",34475,345,22115,1,1,0
"34476",34476,345,22116,2,7,0
"34477",34477,345,22117,1,6,0
"34478",34478,345,22118,3,2,0
"34479",34479,345,22119,1,7,0
"34480",34480,345,22119,2,9,0
"34481",34481,345,1667,1,5,0
"34482",34482,345,1667,2,6,0
"34484",34484,345,22120,1,6,0
"34485",34485,345,22120,3,8,0
"34486",34486,345,22121,1,5,0
"34487",34487,345,22121,1,6,0
"34489",34489,345,22122,2,8,0
"34490",34490,345,22123,2,9,0
"34492",34492,345,22125,4,0,0
"34493",34493,345,22126,2,1,0
"34494",34494,345,22127,2,2,0
"34495",34495,345,22128,2,1,0
"34497",34497,345,22130,1,7,0
"34498",34498,345,22131,3,9,0
"34499",34499,345,22132,2,4,0
"34500",34500,345,22133,2,5,0
"34501",34501,345,22133,2,8,0
"34504",34504,345,22134,2,7,0
"34506",34506,345,22136,1,3,0
"34507",34507,345,22136,1,4,0
"34508",34508,345,22137,3,9,0
"34509",34509,345,22138,1,9,0
"34510",34510,345,22139,2,7,0
"34511",34511,345,22139,1,8,0
"34512",34512,345,22139,2,9,0
"34514",34514,345,22141,2,5,0
"34515",34515,345,22141,2,6,0
"34545",34545,347,22166,2,1,0
"34548",34548,347,22168,2,3,0
"34549",34549,347,22169,1,5,0
"34550",34550,347,3751,2,4,0
"34551",34551,347,22170,3,2,0
"34552",34552,347,22171,2,5,0
"34553",34553,347,3752,1,5,0
"34554",34554,347,22172,2,8,0
"34555",34555,347,22173,1,4,0
"34556",34556,347,8222,2,8,0
"34559",34559,347,3756,3,1,0
"34560",34560,347,22174,2,4,0
"34562",34562,347,3765,2,8,0
"34563",34563,347,149,1,7,0
"34564",34564,347,5940,1,4,0
"34565",34565,347,5941,2,3,0
"34567",34567,347,5943,1,7,0
"34568",34568,347,5943,2,8,0
"34569",34569,347,22176,1,4,0
"34571",34571,347,3766,2,5,0
"34572",34572,347,3766,2,9,0
"34573",34573,347,1015,2,0,0
"34574",34574,347,22178,2,7,0
"34575",34575,347,22179,1,6,0
"34576",34576,347,22180,2,4,0
"34577",34577,347,22181,2,3,0
"34578",34578,347,22182,1,1,0
"34579",34579,347,22183,2,7,0
"34583",34583,347,22187,2,2,0
"34584",34584,347,22188,1,3,0
"34585",34585,347,8253,2,5,0
"34586",34586,347,22189,2,0,0
"34587",34587,347,22189,2,8,0
"34588",34588,347,13693,2,4,0
"34589",34589,347,13694,1,3,0
"34590",34590,347,13695,3,1,0
"34592",34592,347,8267,2,5,0
"34593",34593,347,13697,1,0,0
"34594",34594,347,1019,2,4,0
"34595",34595,347,22191,2,9,0
"34596",34596,347,3771,2,3,0
"34597",34597,347,3771,3,9,0
"34598",34598,347,154,2,2,0
"34599",34599,347,3772,1,6,0
"34600",34600,347,22192,2,2,0
"34601",34601,347,22193,2,6,0
"34602",34602,347,5949,2,7,0
"34603",34603,347,7493,2,3,0
"34605",34605,347,7494,1,0,0
"34606",34606,347,7494,3,8,0
"34607",34607,347,22195,1,0,0
"34608",34608,347,22196,2,6,0
"34609",34609,347,22197,1,6,0
"34610",34610,347,2011,2,6,0
"34611",34611,347,22198,3,2,0
"34612",34612,347,22199,2,3,0
"34613",34613,347,22200,1,1,0
"34616",34616,347,22202,1,3,0
"34617",34617,347,22203,4,1,0
"34618",34618,347,22204,2,4,0
"34619",34619,347,22205,1,9,0
"34620",34620,347,22206,2,5,0
"34621",34621,347,22207,2,5,0
"34622",34622,347,22208,1,4,0
"34624",34624,347,22210,1,1,0
"34625",34625,347,3779,1,7,0
"34626",34626,347,3781,3,2,0
"34627",34627,347,1084,2,0,0
"34628",34628,347,22211,1,6,0
"34629",34629,347,22212,2,2,0
"34727",34727,349,22266,2,5,0
"34728",34728,349,22267,1,5,0
"34729",34729,349,22268,1,7,0
"34730",34730,349,22269,2,0,0
"34731",34731,349,22269,2,3,0
"34732",34732,349,22270,3,1,0
"34734",34734,349,22272,2,3,0
"34735",34735,349,22272,1,4,0
"34736",34736,349,22273,2,3,0
"34737",34737,349,14240,3,2,0
"34738",34738,349,14240,2,3,0
"34741",34741,349,22274,1,4,0
"34743",34743,349,18238,2,4,0
"34744",34744,349,22276,2,6,0
"34745",34745,349,22277,2,9,0
"34747",34747,349,14250,1,2,0
"34748",34748,349,22278,3,1,0
"34749",34749,349,22279,2,2,0
"34750",34750,349,22280,1,4,0
"34751",34751,349,22280,1,5,0
"34752",34752,349,1701,3,2,0
"34755",34755,349,1704,2,7,0
"34756",34756,349,22281,1,5,0
"34757",34757,349,22282,1,0,0
"34758",34758,349,22283,2,6,0
"34759",34759,349,22284,1,8,0
"34760",34760,349,22285,2,9,0
"34761",34761,349,22286,4,1,0
"34762",34762,349,22287,2,4,0
"34763",34763,349,22288,2,9,0
"34765",34765,349,22290,2,6,0
"34766",34766,349,22291,1,8,0
"34768",34768,349,22293,1,4,0
"34769",34769,349,22293,3,8,0
"34770",34770,349,123,1,7,0
"34900",34900,352,22350,1,4,0
"34901",34901,352,22351,1,2,0
"34904",34904,352,352,2,3,0
"34905",34905,352,891,1,8,0
"34906",34906,352,891,3,9,0
"34907",34907,352,9363,2,7,0
"34908",34908,352,22353,3,0,0
"34909",34909,352,22354,2,2,0
"34910",34910,352,22354,1,7,0
"34911",34911,352,22355,4,0,0
"34912",34912,352,22356,1,4,0
"34913",34913,352,22357,2,3,0
"34914",34914,352,22358,3,2,0
"34916",34916,352,892,2,8,0
"34917",34917,352,9366,2,9,0
"34919",34919,352,9367,1,8,0
"34923",34923,352,22361,2,4,0
"34925",34925,352,9369,2,7,0
"34930",34930,352,22364,3,0,0
"34931",34931,352,22365,2,3,0
"34932",34932,352,9370,1,5,0
"34935",34935,352,22366,1,7,0
"34936",34936,352,22367,2,9,0
"34937",34937,352,22368,2,3,0
"34938",34938,352,22369,2,7,0
"34939",34939,352,22370,3,0,0
"34940",34940,352,22371,1,1,0
"34941",34941,352,22372,2,9,0
"34942",34942,352,22373,1,4,0
"34943",34943,352,22374,2,3,0
"34944",34944,352,22375,2,1,0
"34945",34945,352,22376,3,0,0
"34948",34948,352,645,2,8,0
"34949",34949,352,645,3,9,0
"34950",34950,352,22377,2,1,0
"34952",34952,352,9375,2,4,0
"34953",34953,352,22378,3,1,0
"34954",34954,352,22379,2,5,0
"34955",34955,352,22380,2,9,0
"34958",34958,352,22383,1,2,0
"34959",34959,352,22384,3,2,0
"34961",34961,352,22384,1,6,0
"34962",34962,352,22385,1,6,0
"34963",34963,352,22386,1,7,0
"34964",34964,352,22386,2,8,0
"34965",34965,352,22387,2,1,0
"34967",34967,352,22389,2,7,0
"34968",34968,352,22390,4,0,0
"34969",34969,352,7554,2,8,0
"34970",34970,352,22391,2,0,0
"34971",34971,352,22392,1,5,0
"34972",34972,352,22393,2,9,0
"34973",34973,352,22394,2,3,0
"34974",34974,352,22395,3,0,0
"34975",34975,352,22396,2,2,0
"34976",34976,352,22397,1,5,0
"34978",34978,352,22399,3,1,0
"34979",34979,352,22400,1,8,0
"34980",34980,352,698,2,3,0
"34981",34981,352,22401,2,9,0
"34982",34982,352,22402,2,7,0
"34983",34983,352,22402,1,8,0
"34984",34984,352,22403,2,1,0
"34985",34985,352,646,1,0,0
"34986",34986,352,646,2,3,0
"34987",34987,352,646,2,5,0
"34990",34990,352,9378,1,2,0
"34991",34991,352,9378,2,5,0
"34992",34992,352,1713,1,9,0
"34993",34993,352,22404,2,3,0
"34995",34995,352,22405,2,4,0
"34996",34996,352,647,3,1,0
"34997",34997,352,647,1,5,0
"34999",34999,352,647,1,8,0
"35000",35000,352,648,2,5,0
"35001",35001,352,648,1,6,0
"35002",35002,352,22406,1,1,0
"35003",35003,352,22407,3,1,0
"35004",35004,352,22408,1,4,0
"35005",35005,352,650,2,1,0
"35006",35006,352,22409,1,6,0
"35007",35007,352,22410,2,2,0
"35008",35008,352,9380,1,4,0
"35009",35009,352,9380,2,9,0
"35010",35010,352,22411,2,3,0
"35013",35013,352,22412,1,7,0
"35014",35014,352,9381,1,1,0
"35015",35015,352,22413,3,0,0
"35017",35017,352,22414,2,2,0
"35018",35018,352,9382,1,0,0
"35019",35019,352,9382,1,7,0
"35020",35020,352,9382,2,8,0
"35021",35021,352,22415,1,6,0
"35022",35022,352,22416,1,1,0
"35024",35024,352,167,2,1,0
"35026",35026,352,9385,2,6,0
"35027",35027,352,9385,2,7,0
"35028",35028,352,651,3,0,0
"35029",35029,352,22418,1,4,0
"35032",35032,352,22419,1,6,0
"35033",35033,352,22420,2,2,0
"35035",35035,352,22421,2,3,0
"35036",35036,352,2144,2,6,0
"35037",35037,352,22422,1,7,0
"35039",35039,352,22423,1,5,0
"35040",35040,352,652,2,9,0
"35041",35041,352,9393,3,1,0
"35042",35042,352,344,1,3,0
"35043",35043,352,169,2,2,0
"35044",35044,352,9394,1,4,0
"35045",35045,352,22424,3,2,0
"35046",35046,352,22425,3,0,0
"35047",35047,352,345,3,0,0
"35048",35048,352,345,1,1,0
"35049",35049,352,22426,1,6,0
"35050",35050,352,9395,1,5,0
"35052",35052,352,22427,1,6,0
"35053",35053,352,22427,2,7,0
"35054",35054,352,12108,3,2,0
"35056",35056,352,22429,2,3,0
"35058",35058,352,22430,1,4,0
"35059",35059,352,3222,1,2,0
"35060",35060,352,22431,2,5,0
"35061",35061,352,894,3,3,0
"35064",35064,352,22433,2,3,0
"35065",35065,352,22434,2,4,0
"35066",35066,352,9396,2,4,0
"35067",35067,352,9396,2,5,0
"35068",35068,352,22435,1,2,0
"35069",35069,352,22436,1,2,0
"35070",35070,352,22437,1,3,0
"35071",35071,352,22438,2,0,0
"35074",35074,352,22439,2,1,0
"35076",35076,352,22441,1,2,0
"35078",35078,353,22443,1,3,0
"35080",35080,353,22444,1,6,0
"35081",35081,353,22445,1,8,0
"35082",35082,353,22446,3,9,0
"35083",35083,353,22447,3,9,0
"35084",35084,353,22448,1,7,0
"35085",35085,353,22449,1,2,0
"35086",35086,353,22450,2,0,0
"35087",35087,353,22450,2,1,0
"35088",35088,353,22450,3,2,0
"35089",35089,353,22451,2,2,0
"35090",35090,353,22451,2,3,0
"35091",35091,353,22451,1,4,0
"35092",35092,353,22452,1,1,0
"35094",35094,353,22453,2,8,0
"35095",35095,353,22454,2,5,0
"35096",35096,353,16171,1,0,0
"35097",35097,353,16171,2,7,0
"35098",35098,353,16171,3,9,0
"35099",35099,353,22455,1,7,0
"35100",35100,353,22456,1,1,0
"35101",35101,353,22456,1,6,0
"35102",35102,353,1720,1,4,0
"35103",35103,353,22457,1,5,0
"35104",35104,353,22457,2,7,0
"35106",35106,353,22458,1,4,0
"35107",35107,353,22458,1,5,0
"35108",35108,353,22459,2,8,0
"35109",35109,353,22460,1,1,0
"35110",35110,353,22460,1,2,0
"35111",35111,353,22460,2,3,0
"35112",35112,353,22461,1,9,0
"35115",35115,353,22464,1,6,0
"35116",35116,353,22465,1,9,0
"35117",35117,353,22466,1,4,0
"35124",35124,355,22470,2,0,0
"35125",35125,355,22471,1,1,0
"35126",35126,355,22472,1,1,0
"35127",35127,355,22473,2,0,0
"35128",35128,355,22473,2,5,0
"35129",35129,355,22474,2,2,0
"35130",35130,355,22475,2,5,0
"35131",35131,355,22476,2,8,0
"35132",35132,355,22477,2,9,0
"35133",35133,355,22478,2,7,0
"35135",35135,355,22480,2,9,0
"35136",35136,355,22481,1,4,0
"35137",35137,355,22481,2,8,0
"35138",35138,355,22482,3,9,0
"35139",35139,355,22483,1,3,0
"35141",35141,355,22485,1,9,0
"35142",35142,355,22486,2,8,0
"35143",35143,355,22487,1,7,0
"35144",35144,355,22488,3,0,0
"35145",35145,355,22489,3,0,0
"35146",35146,355,22490,2,2,0
"35147",35147,355,22491,1,4,0
"35148",35148,355,22491,2,7,0
"35149",35149,355,22491,1,8,0
"35150",35150,355,22492,4,1,0
"35152",35152,355,22493,2,5,0
"35153",35153,355,22494,1,2,0
"35156",35156,355,22497,3,2,0
"35157",35157,355,22497,2,6,0
"35158",35158,355,22498,1,5,0
"35159",35159,355,22499,2,0,0
"35160",35160,355,22500,1,6,0
"35161",35161,355,22501,1,3,0
"35163",35163,355,22503,1,6,0
"35164",35164,355,22504,1,5,0
"35165",35165,355,22505,2,3,0
"35167",35167,355,22507,1,2,0
"35168",35168,355,18561,1,4,0
"35172",35172,355,22508,2,4,0
"35173",35173,355,22509,2,9,0
"35174",35174,355,22510,2,6,0
"35175",35175,355,22511,1,7,0
"35176",35176,355,22511,4,9,0
"35177",35177,355,22512,1,4,0
"35178",35178,355,22513,3,3,0
"35179",35179,355,22514,3,2,0
"35180",35180,355,22515,2,2,0
"35181",35181,355,22516,1,7,0
"35183",35183,355,22518,1,1,0
"35184",35184,355,22519,1,5,0
"35185",35185,355,22520,1,0,0
"35186",35186,355,22521,1,4,0
"35187",35187,355,22522,2,9,0
"35188",35188,355,22523,1,8,0
"35241",35241,357,941,1,8,0
"35242",35242,357,392,2,7,0
"35243",35243,357,6779,2,6,0
"35244",35244,357,1525,2,5,0
"35246",35246,357,1526,1,3,0
"35248",35248,357,2751,1,2,0
"35249",35249,357,6,1,3,0
"35250",35250,357,1527,2,2,0
"35251",35251,357,5978,2,5,0
"35252",35252,357,22574,3,9,0
"35254",35254,357,44,2,8,0
"35255",35255,357,6785,2,9,0
"35256",35256,357,6786,2,7,0
"35258",35258,357,2957,1,6,0
"35259",35259,357,2614,1,6,0
"35260",35260,357,10,2,0,0
"35261",35261,357,5996,1,7,0
"35262",35262,357,432,3,2,0
"35263",35263,357,432,1,3,0
"35265",35265,357,3830,1,7,0
"35266",35266,357,1532,1,1,0
"35267",35267,357,1532,1,4,0
"35268",35268,357,343,2,5,0
"35270",35270,357,169,2,3,0
"35272",35272,357,181,4,9,0
"35273",35273,357,93,2,1,0
"35274",35274,357,3343,2,3,0
"35276",35276,357,5210,2,7,0
"35277",35277,357,3344,2,0,0
"35278",35278,357,2140,1,4,0
"35279",35279,357,1327,2,2,0
"35281",35281,358,22575,2,2,0
"35282",35282,358,22575,1,6,0
"35283",35283,358,588,2,4,0
"35284",35284,358,13575,1,4,0
"35286",35286,358,22577,1,7,0
"35287",35287,358,22578,1,9,0
"35288",35288,358,22579,1,5,0
"35289",35289,358,22580,2,0,0
"35290",35290,358,22581,2,5,0
"35291",35291,358,22581,2,8,0
"35292",35292,358,22582,2,9,0
"35293",35293,358,22583,3,1,0
"35294",35294,358,22584,2,8,0
"35295",35295,358,8822,2,3,0
"35298",35298,358,8827,3,1,0
"35299",35299,358,8827,1,4,0
"35300",35300,358,22586,1,4,0
"35301",35301,358,8828,2,1,0
"35302",35302,358,22587,3,0,0
"35303",35303,358,22587,2,6,0
"35304",35304,358,22588,2,2,0
"35305",35305,358,8830,3,0,0
"35306",35306,358,12737,1,0,0
"35307",35307,358,22589,2,3,0
"35308",35308,358,22590,1,8,0
"35310",35310,358,123,3,9,0
"35311",35311,359,22591,1,7,0
"35312",35312,359,22591,2,8,0
"35313",35313,359,22592,1,3,0
"35314",35314,359,22593,2,9,0
"35315",35315,359,22594,2,6,0
"35316",35316,359,22595,2,3,0
"35318",35318,359,22597,2,8,0
"35319",35319,359,1746,3,0,0
"35320",35320,359,22598,1,1,0
"35321",35321,359,22598,1,4,0
"35322",35322,359,22598,2,5,0
"35323",35323,359,16667,3,1,0
"35324",35324,359,16668,2,0,0
"35326",35326,359,22600,2,5,0
"35327",35327,359,22601,1,2,0
"35328",35328,359,22602,1,4,0
"35329",35329,359,22602,2,7,0
"35330",35330,359,22603,3,2,0
"35331",35331,359,442,2,1,0
"35332",35332,359,22604,2,9,0
"35335",35335,359,22607,2,8,0
"35338",35338,359,1747,2,0,0
"35339",35339,359,22610,1,4,0
"35340",35340,359,22611,2,3,0
"35341",35341,359,22612,2,1,0
"35342",35342,359,22613,3,0,0
"35343",35343,359,22614,3,1,0
"35344",35344,359,22615,2,4,0
"35345",35345,359,22616,3,2,0
"35346",35346,359,22617,2,9,0
"35347",35347,359,22618,2,7,0
"35348",35348,359,22619,1,3,0
"35350",35350,359,22621,3,1,0
"35351",35351,359,22622,1,6,0
"35352",35352,359,22623,3,9,0
"35353",35353,359,22624,3,0,0
"35357",35357,359,22628,1,1,0
"35358",35358,359,22629,2,6,0
"35359",35359,359,22630,3,0,0
"35360",35360,359,22631,2,7,0
"35362",35362,359,22633,2,7,0
"35363",35363,359,22633,2,9,0
"35364",35364,359,22634,2,5,0
"35366",35366,359,22635,1,4,0
"35367",35367,359,22635,1,7,0
"35369",35369,359,22637,2,4,0
"35371",35371,359,22639,1,2,0
"35372",35372,359,22640,3,1,0
"35373",35373,359,22641,2,5,0
"35375",35375,359,22643,2,0,0
"35376",35376,359,3140,3,9,0
"35377",35377,359,20927,3,2,0
"35378",35378,359,20928,2,3,0
"35380",35380,359,22644,1,5,0
"35381",35381,359,20930,3,0,0
"35382",35382,359,22645,2,3,0
"35383",35383,359,22646,2,4,0
"35384",35384,359,22647,2,9,0
"35385",35385,359,1607,2,2,0
"35387",35387,359,22649,1,2,0
"35388",35388,359,22650,1,5,0
"35390",35390,359,22650,2,9,0
"35391",35391,359,1755,2,3,0
"35394",35394,359,22651,1,3,0
"35395",35395,359,22651,1,5,0
"35397",35397,359,22652,4,1,0
"35399",35399,359,22652,1,4,0
"35400",35400,359,22652,1,6,0
"35402",35402,359,15892,2,1,0
"35403",35403,359,15892,1,6,0
"35404",35404,359,15892,1,9,0
"35405",35405,359,22653,2,0,0
"35406",35406,359,22654,3,8,0
"35409",35409,359,22655,2,7,0
"35410",35410,359,22655,2,8,0
"35411",35411,359,1756,1,6,0
"35413",35413,359,1756,2,8,0
"35414",35414,359,22656,3,0,0
"35416",35416,359,22658,1,6,0
"35417",35417,359,22659,3,9,0
"35418",35418,359,22660,1,5,0
"35419",35419,359,22661,1,4,0
"35420",35420,359,22662,1,4,0
"35421",35421,359,13384,1,4,0
"35422",35422,359,13385,3,3,0
"35423",35423,359,13386,3,1,0
"35424",35424,359,11685,3,9,0
"35425",35425,359,22663,1,7,0
"35426",35426,359,22664,2,9,0
"35427",35427,359,22665,2,5,0
"35428",35428,359,9668,4,0,0
"35429",35429,359,22666,2,7,0
"35430",35430,359,22667,1,6,0
"35431",35431,359,22668,2,3,0
"35432",35432,359,22669,1,5,0
"35434",35434,359,22670,2,8,0
"35435",35435,359,22671,1,8,0
"35436",35436,359,22672,1,5,0
"35437",35437,359,22673,1,4,0
"35438",35438,359,22674,2,8,0
"35439",35439,359,22675,2,1,0
"35441",35441,359,22677,2,0,0
"35442",35442,359,22678,2,0,0
"35444",35444,359,22679,1,8,0
"35445",35445,359,22680,2,4,0
"35448",35448,359,22682,2,4,0
"35449",35449,359,22683,1,6,0
"35451",35451,359,22685,1,6,0
"35452",35452,359,22686,1,7,0
"35453",35453,359,22687,1,5,0
"35454",35454,359,22688,2,7,0
"35455",35455,359,22689,1,5,0
"35458",35458,359,22692,1,8,0
"35460",35460,359,22694,2,1,0
"35461",35461,359,22695,2,2,0
"35462",35462,359,22696,2,8,0
"35463",35463,359,22697,1,3,0
"35464",35464,359,22698,2,4,0
"35466",35466,359,22700,2,1,0
"35467",35467,359,22701,2,6,0
"35468",35468,359,22702,2,0,0
"35470",35470,359,22704,2,2,0
"35471",35471,359,22705,2,3,0
"35472",35472,359,22706,1,5,0
"35475",35475,359,22708,2,1,0
"35476",35476,359,22709,2,2,0
"35477",35477,359,22710,2,1,0
"35478",35478,359,1764,1,4,0
"35479",35479,359,22711,3,0,0
"35480",35480,359,22712,3,1,0
"35481",35481,359,22713,2,3,0
"35482",35482,359,22714,1,4,0
"35483",35483,359,1766,2,7,0
"35484",35484,359,22715,2,6,0
"35485",35485,359,22716,2,7,0
"35486",35486,359,22717,2,8,0
"35487",35487,359,22718,2,2,0
"35491",35491,359,22722,2,1,0
"35492",35492,360,22723,1,9,0
"35493",35493,360,1770,2,9,0
"35495",35495,360,22725,1,5,0
"35496",35496,360,22726,2,9,0
"35497",35497,360,22727,2,7,0
"35498",35498,360,22728,2,7,0
"35500",35500,360,22730,1,5,0
"35501",35501,360,22731,1,8,0
"35502",35502,360,22732,1,5,0
"35503",35503,360,22733,1,8,0
"35504",35504,360,22734,1,5,0
"35505",35505,360,22735,2,5,0
"35507",35507,360,22737,1,6,0
"35508",35508,360,22738,2,2,0
"35509",35509,360,22739,2,1,0
"35511",35511,360,22741,2,7,0
"35512",35512,360,22742,1,2,0
"35513",35513,360,22743,2,2,0
"35514",35514,360,22744,1,4,0
"35515",35515,360,22745,2,1,0
"35516",35516,360,22746,2,4,0
"35517",35517,360,22747,2,1,0
"35519",35519,360,22749,3,0,0
"35521",35521,360,22751,2,6,0
"35524",35524,360,22754,2,7,0
"35525",35525,360,22755,1,4,0
"35526",35526,360,22756,2,0,0
"35527",35527,360,22756,3,2,0
"35530",35530,360,22759,1,5,0
"35531",35531,360,22760,4,9,0
"35532",35532,360,22761,3,2,0
"35533",35533,360,22762,2,3,0
"35534",35534,360,22763,1,7,0
"35535",35535,360,22764,1,4,0
"35537",35537,360,22766,1,4,0
"35538",35538,360,22767,2,4,0
"35539",35539,360,22768,1,3,0
"35540",35540,360,22768,2,8,0
"35541",35541,360,22769,3,7,0
"35542",35542,360,22770,1,2,0
"35543",35543,360,22770,2,7,0
"35544",35544,360,22771,2,3,0
"35545",35545,360,22772,1,1,0
"35547",35547,360,22774,2,0,0
"35548",35548,360,22774,1,6,0
"35549",35549,360,22775,1,3,0
"35550",35550,360,22776,2,2,0
"35553",35553,360,22779,1,0,0
"35554",35554,360,22780,1,1,0
"35555",35555,360,22781,4,0,0
"35558",35558,360,22784,2,5,0
"35560",35560,360,22786,3,0,0
"35561",35561,360,22787,2,1,0
"35562",35562,360,22788,2,4,0
"35568",35568,360,22794,2,6,0
"35570",35570,360,22796,2,4,0
"35571",35571,360,22797,2,1,0
"35572",35572,360,7036,2,8,0
"35573",35573,360,22798,2,6,0
"35574",35574,360,22798,1,9,0
"35575",35575,360,22799,2,7,0
"35576",35576,361,22800,2,3,0
"35577",35577,361,22801,4,9,0
"35578",35578,361,22802,2,3,0
"35579",35579,361,22803,2,4,0
"35580",35580,361,22804,2,8,0
"35581",35581,361,22805,1,5,0
"35582",35582,361,22806,1,6,0
"35583",35583,361,22807,1,9,0
"35584",35584,361,22808,2,7,0
"35585",35585,361,22809,1,4,0
"35586",35586,361,22810,2,3,0
"35587",35587,361,1780,1,0,0
"35588",35588,361,22811,2,3,0
"35589",35589,361,22811,2,9,0
"35590",35590,361,22812,1,9,0
"35591",35591,361,22813,3,9,0
"35592",35592,361,22814,3,9,0
"35593",35593,361,22815,2,3,0
"35594",35594,361,1781,3,2,0
"35595",35595,361,1782,3,0,0
"35596",35596,361,1782,2,1,0
"35597",35597,361,22816,3,8,0
"35598",35598,361,22816,3,9,0
"35599",35599,361,22817,1,9,0
"35601",35601,361,22818,2,7,0
"35602",35602,361,22819,1,2,0
"35603",35603,361,22819,2,4,0
"35604",35604,361,22820,3,8,0
"35605",35605,361,22820,2,9,0
"35606",35606,361,22821,2,2,0
"35607",35607,361,22821,2,4,0
"35608",35608,361,22822,1,6,0
"35609",35609,361,22823,3,6,0
"35610",35610,361,22824,2,1,0
"35611",35611,361,22825,2,3,0
"35612",35612,361,22826,1,4,0
"35613",35613,361,22827,1,8,0
"35614",35614,361,22827,2,9,0
"35615",35615,361,22828,2,2,0
"35616",35616,361,22829,1,7,0
"35618",35618,361,22830,1,5,0
"35619",35619,361,22831,1,6,0
"35620",35620,361,22831,2,7,0
"35621",35621,361,22832,2,8,0
"35622",35622,361,22832,2,9,0
"35623",35623,361,22833,2,2,0
"35624",35624,361,22833,1,4,0
"35625",35625,361,22833,2,8,0
"35626",35626,361,22834,2,7,0
"35627",35627,361,22834,2,8,0
"35628",35628,361,22835,2,3,0
"35629",35629,361,22835,1,5,0
"35630",35630,361,22836,4,1,0
"35631",35631,361,22836,2,6,0
"35633",35633,361,22837,2,6,0
"35634",35634,361,22837,1,8,0
"35635",35635,361,22838,2,3,0
"35636",35636,361,22838,1,5,0
"35637",35637,361,22839,2,3,0
"35638",35638,361,22839,1,5,0
"35640",35640,361,22841,2,1,0
"35641",35641,361,22842,2,8,0
"35642",35642,361,22842,3,9,0
"35645",35645,361,22844,2,8,0
"35646",35646,361,22844,1,9,0
"35647",35647,361,22845,1,5,0
"35648",35648,361,22846,1,6,0
"35649",35649,361,22846,1,7,0
"35650",35650,361,22846,1,8,0
"35742",35742,363,22925,1,6,0
"35743",35743,363,22926,2,7,0
"35744",35744,363,22927,2,0,0
"35745",35745,363,8319,2,4,0
"35746",35746,363,8320,2,3,0
"35747",35747,363,22928,2,4,0
"35750",35750,363,22930,1,1,0
"35751",35751,363,22931,1,6,0
"35753",35753,363,2810,2,1,0
"35754",35754,363,9645,2,6,0
"35755",35755,363,2328,2,5,0
"35756",35756,363,22933,1,3,0
"35757",35757,363,22933,2,4,0
"35758",35758,363,22934,3,9,0
