"","X","uid","item","finalrating","recommendationId","SelectionCandidateStatus"
"25984",25984,263,17120,2,4,0
"6435",6435,28,4266,3,7,0
"24710",24710,256,16202,2,8,0
"40520",40520,410,25857,2,1,0
"34951",34951,352,9375,1,0,0
"9219",9219,52,6232,2,6,0
"7560",7560,34,5092,1,6,0
"6089",6089,25,4033,2,3,0
"1025",1025,142,721,5,5,1
"36628",36628,371,23473,1,5,0
"50569",50569,534,31432,1,6,0
"43214",43214,436,27418,1,1,0
"51597",51597,548,32120,1,8,0
"258",258,28,224,5,7,1
"9418",9418,54,6369,1,1,0
"1545",1545,226,1116,5,9,1
"23864",23864,242,15578,2,4,0
"39496",39496,397,25195,2,3,0
"14710",14710,124,9434,1,5,0
"50109",50109,526,41,2,6,0
"52416",52416,558,32503,1,9,0
"7891",7891,38,5311,1,9,0
"25429",25429,260,16725,3,1,0
"10608",10608,75,6945,2,6,0
"1119",1119,151,786,3,8,1
"36526",36526,371,23403,1,6,0
"31891",31891,322,3892,1,7,0
"32032",32032,324,20616,2,3,0
"23219",23219,235,4134,2,0,0
"17926",17926,169,11687,2,0,0
"3530",3530,522,350,4,3,1
"10137",10137,67,3343,2,3,0
"13766",13766,114,8872,3,8,0
"35408",35408,359,22655,2,5,0
"35275",35275,357,345,3,0,0
"50269",50269,529,424,2,9,0
"37141",37141,378,23753,2,7,0
"2902",2902,419,2028,5,0,1
"42348",42348,430,2318,3,1,0
"47293",47293,489,14193,1,4,0
"43848",43848,444,181,2,9,0
"3765",3765,558,2498,4,6,1
"41217",41217,420,424,2,9,0
"28549",28549,286,18472,2,5,0
"48108",48108,498,3002,1,5,0
"19485",19485,186,12779,3,0,0
"6060",6060,25,4009,3,0,0
"41280",41280,420,3087,3,0,0
"7913",7913,38,432,2,3,0
"4427",4427,3,2870,1,5,0
"686",686,75,490,3,2,1
"14617",14617,122,9365,1,6,0
"39760",39760,400,25319,2,7,0
"6801",6801,28,4549,2,1,0
"54584",54584,581,33740,1,4,0
"46129",46129,477,28919,1,7,0
"43713",43713,442,181,3,1,0
"45460",45460,471,5002,1,7,0
"52361",52361,558,1630,1,0,0
"30503",30503,307,19817,2,4,0
"8614",8614,44,5832,1,9,0
"24962",24962,257,16376,2,1,0
"50593",50593,534,31450,2,2,0
"18977",18977,177,12472,1,6,0
"56972",56972,612,3344,2,1,0
"55734",55734,598,7598,2,7,0
"1562",1562,227,1127,4,8,1
"1058",1058,143,181,3,1,1
"20701",20701,199,13590,1,3,0
"10648",10648,75,3328,2,7,0
"6438",6438,28,4269,4,0,0
"31539",31539,317,20267,1,4,0
"24304",24304,247,5707,1,9,0
"26528",26528,268,1153,2,7,0
"9309",9309,52,6272,1,4,0
"31566",31566,317,20289,1,7,0
"7558",7558,34,5090,2,7,0
"25457",25457,260,16750,2,5,0
"25371",25371,260,16671,2,0,0
"33002",33002,335,6702,2,2,0
"41100",41100,419,26237,2,0,0
"35842",35842,363,22980,4,0,0
"37434",37434,378,23960,1,5,0
"40355",40355,410,25712,2,7,0
"37438",37438,378,23962,1,6,0
"54297",54297,578,368,2,2,0
"16543",16543,151,10656,3,1,0
"21922",21922,216,14468,3,0,0
"31599",31599,317,20313,1,0,0
"9944",9944,65,623,1,9,0
"8631",8631,44,5848,3,1,0
"50295",50295,529,167,2,2,0
"15532",15532,141,3900,2,6,0
"47368",47368,490,29690,1,4,0
"16540",16540,151,10654,2,2,0
"37894",37894,382,24270,1,4,0
"27171",27171,274,17715,1,6,0
"21823",21823,215,14408,3,0,0
"10133",10133,67,460,2,6,0
"14931",14931,131,9538,2,2,0
"13182",13182,103,8447,1,6,0
"44963",44963,464,28314,1,7,0
"1214",1214,169,858,4,8,1
"17759",17759,164,11592,1,8,0
"6363",6363,28,4226,2,2,0
"6042",6042,25,3993,2,7,0
"7411",7411,34,4117,1,6,0
"45473",45473,471,44,2,7,0
"24319",24319,247,1235,1,6,0
"34580",34580,347,22184,1,7,0
"35296",35296,358,22585,1,7,0
"13284",13284,104,5242,2,4,0
"14433",14433,120,9228,1,3,0
"45975",45975,475,8331,2,9,0
"45182",45182,467,28447,1,2,0
"21490",21490,208,14183,2,6,0
"6348",6348,28,4212,2,2,0
"53286",53286,571,430,2,8,0
"27229",27229,274,17745,3,2,0
"56565",56565,607,34531,2,1,0
"49719",49719,521,31162,1,1,0
"29823",29823,298,18352,1,4,0
"31272",31272,314,6451,2,0,0
"45946",45946,475,28843,3,0,0
"28257",28257,286,18301,2,6,0
"28617",28617,286,18510,3,9,0
"7468",7468,34,5037,3,8,0
"3574",3574,526,2379,4,0,1
"37509",37509,378,24012,3,3,0
"35528",35528,360,22757,2,3,0
"41208",41208,420,19923,1,7,0
"18223",18223,171,11875,2,4,0
"28315",28315,286,5403,1,4,0
"1157",1157,154,472,3,3,1
"57266",57266,616,34788,2,9,0
"14098",14098,116,8638,3,9,0
"16119",16119,147,10301,1,0,0
"13197",13197,103,8459,4,0,0
"19597",19597,186,12852,2,7,0
"1851",1851,262,1328,4,6,1
"9010",9010,49,6100,2,8,0
"43501",43501,442,6684,2,5,0
"23905",23905,242,15606,3,9,0
"43785",43785,444,170,1,5,0
"14737",14737,124,9453,2,8,0
"25567",25567,260,16845,1,7,0
"53745",53745,575,2970,2,1,0
"431",431,40,170,3,2,1
"25894",25894,262,3818,2,6,0
"55332",55332,594,34056,3,3,0
"172",172,16,149,4,7,1
"51721",51721,548,13622,2,6,0
"8078",8078,40,74,1,6,0
"19905",19905,187,13027,3,0,0
"26620",26620,268,17370,2,2,0
"43093",43093,436,27318,1,7,0
"6657",6657,28,4434,2,9,0
"28477",28477,286,18430,1,4,0
"21904",21904,216,14456,1,6,0
"31438",31438,316,345,2,0,0
"10008",10008,67,2854,2,2,0
"54910",54910,588,5069,1,7,0
"41227",41227,420,18298,2,5,0
"22430",22430,226,14782,4,1,0
"25152",25152,259,16487,1,9,0
"45522",45522,471,28610,1,8,0
"6818",6818,28,4561,1,1,0
"3921",3921,581,2592,4,1,1
"41151",41151,419,26269,2,2,0
"32966",32966,335,21169,2,6,0
"53261",53261,571,304,1,0,0
"7805",7805,37,2975,1,3,0
"25487",25487,260,16775,3,3,0
"2797",2797,400,64,4,6,1
"36629",36629,371,23473,2,6,0
"738",738,86,19,4,5,1
"35563",35563,360,22789,2,0,0
"28518",28518,286,18453,1,6,0
"37468",37468,378,23980,1,4,0
"20691",20691,199,13585,2,8,0
"2340",2340,334,6,4,4,1
"36940",36940,376,11448,1,9,0
"25486",25486,260,16774,4,0,0
"45739",45739,472,28690,2,8,0
"39969",39969,403,25469,3,0,0
"19190",19190,179,5068,1,5,0
"50343",50343,529,335,1,0,0
"22329",22329,223,14710,2,4,0
"31932",31932,322,20546,3,0,0
"24901",24901,256,16329,2,2,0
"48023",48023,498,4115,2,7,0
"35396",35396,359,22651,2,9,0
"2288",2288,322,1573,4,9,1
"37311",37311,378,23866,1,6,0
"31047",31047,314,15182,3,3,0
"22597",22597,227,14919,2,5,0
"39484",39484,397,25185,3,7,0
"3557",3557,525,167,4,2,1
"30180",30180,303,19559,2,6,0
"17959",17959,169,6735,2,7,0
"13891",13891,115,8980,2,0,0
"32132",32132,325,20691,3,3,0
"25253",25253,259,16567,1,7,0
"6434",6434,28,4266,2,0,0
"21819",21819,215,3691,1,2,0
"39448",39448,397,25153,2,3,0
"30488",30488,307,19802,2,9,0
"3341",3341,488,2267,5,2,1
"15655",15655,142,9973,3,2,0
"40384",40384,410,25739,1,3,0
"36444",36444,371,23351,1,1,0
"36951",36951,376,8782,1,4,0
"10336",10336,72,3818,1,7,0
"50594",50594,534,31451,2,6,0
"25649",25649,260,16913,2,8,0
"40377",40377,410,25732,2,5,0
"12763",12763,99,8257,2,2,0
"42349",42349,430,2318,1,9,0
"20535",20535,197,13484,2,0,0
"17654",17654,164,11516,2,7,0
"37833",37833,382,24224,1,4,0
"46218",46218,478,368,3,2,0
"54995",54995,590,7386,1,5,0
"22806",22806,229,15037,2,2,0
"27352",27352,275,17818,1,6,0
"56982",56982,613,34648,1,6,0
"35964",35964,363,23075,1,0,0
"51578",51578,548,16061,2,2,0
"5714",5714,17,304,1,8,0
"43605",43605,442,5487,4,0,0
"35337",35337,359,22609,2,9,0
"23199",23199,235,15224,2,2,0
"40030",40030,405,1964,1,9,0
"22455",22455,226,14804,2,1,0
"45714",45714,472,28678,1,5,0
"47921",47921,497,20212,1,5,0
"5300",5300,9,3481,3,3,0
"41194",41194,420,26285,2,7,0
"22719",22719,227,8630,1,8,0
"32079",32079,324,20653,2,0,0
"34733",34733,349,22271,2,6,0
"25516",25516,260,16799,3,3,0
"203",203,19,172,4,5,1
"37560",37560,378,24044,1,1,0
"13841",13841,115,8941,1,6,0
"23084",23084,235,15166,1,6,0
"56127",56127,603,34275,3,0,0
"7749",7749,36,5207,2,6,0
"28289",28289,286,2897,2,9,0
"1552",1552,227,1122,4,5,1
"42546",42546,431,26879,3,2,0
"50592",50592,534,31449,1,5,0
"12553",12553,98,8138,4,9,0
"25826",25826,260,17069,1,4,0
"45625",45625,471,11631,2,6,0
"25658",25658,260,16922,2,1,0
"51552",51552,548,32085,3,9,0
"4500",4500,3,2913,2,6,0
"26357",26357,265,3054,2,6,0
"43549",43549,442,22952,1,4,0
"56265",56265,603,34357,2,7,0
"19755",19755,186,12957,1,7,0
"3540",3540,524,1140,3,0,1
"37551",37551,378,24037,2,4,0
"8546",8546,44,5778,2,7,0
"46163",46163,478,2898,2,7,0
"24018",24018,244,15692,2,7,0
"25471",25471,260,16763,1,7,0
"13099",13099,103,8379,1,2,0
"6743",6743,28,4502,2,9,0
"1681",1681,242,1199,4,3,1
"26512",26512,268,13,2,5,0
"23073",23073,235,2834,2,7,0
"22326",22326,223,14707,2,2,0
"39488",39488,397,25188,2,0,0
"11547",11547,80,7522,2,5,0
"17777",17777,164,11604,2,1,0
"3884",3884,575,1163,4,1,1
"16020",16020,147,10219,1,6,0
"1122",1122,151,788,4,8,1
"56695",56695,609,6,2,0,0
"18675",18675,176,12213,2,4,0
"17746",17746,164,11585,3,8,0
"14461",14461,120,9247,1,5,0
"34085",34085,343,21819,2,2,0
"7538",7538,34,5078,2,9,0
"35336",35336,359,22608,1,5,0
"19653",19653,186,12886,1,3,0
"1125",1125,151,790,5,7,1
"421",421,38,348,4,6,1
"55908",55908,600,504,2,6,0
"31248",31248,314,8538,1,6,0
"12888",12888,101,3830,1,7,0
"16954",16954,154,2822,3,1,0
"41480",41480,421,26405,2,3,0
"3230",3230,471,344,4,4,1
"41265",41265,420,26302,2,9,0
"41643",41643,422,26464,2,1,0
"50819",50819,539,31608,2,0,0
"568",568,60,181,3,1,1
"56959",56959,612,169,3,2,0
"16102",16102,147,10285,1,6,0
"15298",15298,139,9751,1,8,0
"42565",42565,431,26897,3,1,0
"19546",19546,186,2871,1,3,0
"50775",50775,539,31569,1,0,0
"1094",1094,148,766,3,0,1
"27373",27373,275,3818,1,3,0
"55805",55805,598,1532,1,6,0
"56280",56280,603,34363,1,6,0
"45622",45622,471,28632,2,8,0
"35556",35556,360,22782,2,3,0
"14913",14913,131,9527,2,9,0
"16542",16542,151,10655,2,3,0
"13957",13957,115,9027,2,8,0
"56839",56839,610,2957,1,5,0
"39896",39896,402,25400,1,6,0
"26021",26021,263,345,3,0,0
"50033",50033,525,31244,3,2,0
"92",92,3,79,5,1,1
"1474",1474,216,1066,4,3,1
"30321",30321,306,19653,2,0,0
"57246",57246,616,32393,2,8,0
"6040",6040,25,3991,2,6,0
"25754",25754,260,17003,1,6,0
"16251",16251,148,10413,1,2,0
"37663",37663,378,24113,1,5,0
"27361",27361,275,17819,1,5,0
"53282",53282,571,18108,2,4,0
"53074",53074,570,32930,3,8,0
"35370",35370,359,22638,3,3,0
"53204",53204,571,26461,1,6,0
"737",737,86,518,4,4,1
"30546",30546,307,19854,2,7,0
"5303",5303,9,3483,3,8,0
"28625",28625,286,18518,2,3,0
"15757",15757,143,3002,2,3,0
"3292",3292,479,2234,4,8,1
"4643",4643,3,2997,1,3,0
"15646",15646,142,9965,2,1,0
"36626",36626,371,23471,3,9,0
"56954",56954,612,5251,3,8,0
"35325",35325,359,22599,2,6,0
"22398",22398,226,14754,2,7,0
"22419",22419,226,14772,1,6,0
"52589",52589,561,697,2,0,0
"9712",9712,58,27,1,5,0
"2540",2540,359,1757,4,7,1
"56639",56639,608,347,3,0,0
"43667",43667,442,27698,1,2,0
"22313",22313,223,14695,1,6,0
"1088",1088,147,760,4,3,1
"1021",1021,141,167,5,2,1
"24781",24781,256,16257,2,1,0
"13794",13794,115,8897,3,8,0
"54494",54494,581,33665,2,0,0
"5664",5664,16,3767,3,3,0
"30387",30387,307,19709,1,3,0
"48021",48021,498,2870,1,6,0
"7794",7794,37,5238,2,9,0
"23034",23034,235,3787,2,6,0
"34615",34615,347,22201,1,8,0
"39066",39066,394,9853,2,1,0
"18947",18947,177,12453,1,6,0
"47271",47271,489,29609,1,7,0
"11571",11571,80,2869,2,7,0
"30285",30285,305,19624,1,7,0
"50241",50241,529,11008,1,5,0
"30920",30920,314,19989,1,5,0
"505",505,52,419,4,8,1
"46260",46260,479,28952,2,1,0
"37245",37245,378,23820,3,8,0
"10700",10700,75,6997,1,6,0
"51617",51617,548,32135,2,4,0
"3918",3918,581,2589,4,9,1
"44959",44959,464,3812,2,2,0
"24956",24956,257,16374,1,8,0
"56786",56786,609,74,1,5,0
"34346",34346,345,22020,1,5,0
"23463",23463,236,2856,3,0,0
"121",121,9,107,4,7,1
"48520",48520,503,5996,1,7,0
"45004",45004,464,3047,1,6,0
"13786",13786,115,8892,1,3,0
"26736",26736,268,12936,1,1,0
"40897",40897,416,26102,2,4,0
"34051",34051,343,21787,2,2,0
"34742",34742,349,22275,2,5,0
"22308",22308,223,14691,2,5,0
"3215",3215,471,21,4,0,1
"25854",25854,262,2805,2,8,0
"10060",10060,67,8,2,8,0
"35474",35474,359,22707,1,7,0
"33951",33951,343,21704,2,3,0
"36127",36127,365,23161,3,2,0
"25787",25787,260,17034,3,1,0
"12725",12725,99,3762,3,3,0
"2809",2809,402,1951,5,4,1
"10664",10664,75,6966,3,8,0
"2572",2572,361,1788,3,0,1
"37744",37744,382,24167,1,7,0
"2016",2016,286,1420,5,3,1
"37169",37169,378,23773,2,8,0
"41537",41537,421,26428,3,1,0
"41649",41649,422,2958,2,5,0
"4816",4816,4,3106,2,8,0
"29822",29822,298,19349,2,3,0
"12886",12886,101,2975,2,4,0
"41404",41404,421,11524,1,6,0
"31095",31095,314,4996,1,4,0
"1793",1793,258,125,4,8,1
"3738",3738,556,2484,4,0,1
"11157",11157,77,2035,1,8,0
"50976",50976,542,31707,2,7,0
"3488",3488,518,1559,4,8,1
"19753",19753,186,12956,2,7,0
"30209",30209,303,19583,2,3,0
"3886",3886,575,433,5,5,1
"26845",26845,269,17509,1,7,0
"25789",25789,260,17035,1,6,0
"30168",30168,303,19551,2,8,0
"37902",37902,383,125,2,8,0
"15683",15683,142,9999,2,1,0
"44594",44594,455,181,3,1,0
"34134",34134,343,21863,1,4,0
"31259",31259,314,2252,1,5,0
"26685",26685,268,6785,3,9,0
"56294",56294,603,24368,1,6,0
"39482",39482,397,25183,3,3,0
"43602",43602,442,2225,2,0,0
"6600",6600,28,4397,3,3,0
"53522",53522,573,8619,3,0,0
"28664",28664,286,18547,3,9,0
"3592",3592,529,93,5,2,1
"37135",37135,378,23748,1,9,0
"55783",55783,598,2989,2,8,0
"2443",2443,347,1675,4,2,1
"40125",40125,407,582,2,5,0
"19611",19611,186,12862,2,3,0
"36079",36079,364,1327,1,2,0
"20849",20849,201,3767,2,3,0
"13900",13900,115,8986,2,7,0
"25102",25102,259,16448,1,6,0
"55788",55788,598,1463,2,5,0
"1761",1761,256,1256,3,8,1
"14698",14698,124,9425,2,2,0
"4033",4033,598,337,4,0,1
"51519",51519,548,3364,2,8,0
"33963",33963,343,21715,3,2,0
"10586",10586,75,6930,2,4,0
"409",409,37,341,4,7,1
"49726",49726,521,31164,2,6,0
"46363",46363,479,29033,3,0,0
"5660",5660,16,3765,1,5,0
"35386",35386,359,22648,1,2,0
"2986",2986,430,416,4,9,1
"46071",46071,476,28894,2,9,0
"47347",47347,489,29671,3,0,0
"12738",12738,99,8242,2,2,0
"53742",53742,575,2960,3,0,0
"13816",13816,115,8917,2,7,0
"41658",41658,422,2967,1,3,0
"3993",3993,591,1633,4,6,1
"888",888,117,344,4,4,1
"30970",30970,314,4971,2,2,0
"54990",54990,590,7372,1,7,0
"55710",55710,598,1332,1,5,0
"37432",37432,378,23959,2,8,0
"46311",46311,479,28991,2,0,0
"39916",39916,402,25419,2,2,0
"50812",50812,539,31601,3,1,0
"16854",16854,152,10932,1,6,0
"16237",16237,148,10403,1,5,0
"23804",23804,242,15534,1,5,0
"46022",46022,475,93,4,1,0
"43957",43957,447,6875,2,5,0
"50963",50963,542,31695,2,4,0
"25438",25438,260,16734,2,2,0
"45412",45412,471,21163,2,3,0
"46216",46216,478,181,2,1,0
"18828",18828,177,12354,1,2,0
"8602",8602,44,5824,1,7,0
"886",886,117,343,4,7,1
"37280",37280,378,23845,1,3,0
"53158",53158,571,2808,1,4,0
"24953",24953,257,16371,2,0,0
"31931",31931,322,168,1,8,0
"56600",56600,607,34560,2,4,0
"32864",32864,334,21152,2,7,0
"10528",10528,75,6886,2,4,0
"44084",44084,448,12108,3,2,0
"49996",49996,524,19461,3,1,0
"34265",34265,345,21954,3,1,0
"21778",21778,214,14381,1,5,0
"22192",22192,220,14630,3,9,0
"45587",45587,471,5410,3,0,0
"3150",3150,455,2156,4,5,1
"43529",43529,442,27618,2,9,0
"45967",45967,475,1877,1,0,0
"2854",2854,410,1984,3,7,1
"50136",50136,526,459,2,7,0
"7919",7919,38,459,1,7,0
"23833",23833,242,972,2,2,0
"4238",4238,2,2739,1,7,0
"22478",22478,226,14827,2,6,0
"3370",3370,490,2293,5,0,1
"56955",56955,612,5252,2,4,0
"45623",45623,471,28633,2,9,0
"6115",6115,25,4056,3,2,0
"14305",14305,118,9154,1,0,0
"8054",8054,40,734,1,6,0
"44958",44958,464,3812,3,1,0
"20722",20722,199,13607,2,1,0
"36687",36687,372,4996,1,4,0
"7159",7159,32,4815,1,4,0
"37757",37757,382,24174,2,7,0
"55759",55759,598,24591,2,7,0
"10513",10513,74,181,3,1,0
"19156",19156,179,12553,3,0,0
"28539",28539,286,18463,2,2,0
"30453",30453,307,19769,1,3,0
"30220",30220,303,19591,1,5,0
"31937",31937,322,181,2,1,0
"25752",25752,260,17001,1,4,0
"45992",45992,475,28855,2,0,0
"44007",44007,447,27774,2,4,0
"47174",47174,488,29532,1,1,0
"37",37,3,35,3,2,1
"22642",22642,227,353,3,8,0
"14867",14867,129,432,2,3,0
"24940",24940,257,16360,1,0,0
"18709",18709,176,12243,1,6,0
"19362",19362,184,12692,2,6,0
"14320",14320,118,9167,1,2,0
"2183",2183,311,349,5,0,1
"18930",18930,177,12439,1,5,0
"54569",54569,581,33727,1,7,0
"20788",20788,201,3751,2,6,0
"34566",34566,347,5942,2,1,0
"35857",35857,363,13859,1,2,0
"37530",37530,378,24025,1,6,0
"37519",37519,378,24020,2,4,0
"56277",56277,603,34362,1,6,0
"32123",32123,325,20686,2,5,0
"36481",36481,371,6418,1,1,0
"11585",11585,80,2974,2,8,0
"24730",24730,256,16217,1,5,0
"3408",3408,498,167,3,2,1
"46201",46201,478,6715,1,8,0
"27096",27096,272,17681,2,0,0
"3041",3041,436,2107,3,0,1
"33063",33063,335,2320,1,6,0
"6564",6564,28,4367,2,6,0
"39026",39026,394,24832,2,7,0
"6423",6423,28,4257,1,4,0
"45971",45971,475,25318,1,4,0
"14189",14189,117,61,2,0,0
"57265",57265,616,1877,2,4,0
"54986",54986,590,41,2,9,0
"9045",9045,49,6124,2,0,0
"41436",41436,421,26387,2,1,0
"2826",2826,405,1967,3,7,1
"6",6,2,6,5,4,1
"7355",7355,34,4964,2,9,0
"19372",19372,184,12699,1,2,0
"26635",26635,268,17384,1,7,0
"41321",41321,420,9744,1,0,0
"42532",42532,431,26867,2,0,0
"49704",49704,521,2332,2,5,0
"12789",12789,99,3779,2,6,0
"30985",30985,314,20009,2,3,0
"40500",40500,410,25841,2,9,0
"36067",36067,364,64,1,5,0
"24721",24721,256,16211,2,8,0
"6031",6031,25,3982,1,4,0
"6992",6992,28,276,1,4,0
"35770",35770,363,9650,3,2,0
"45485",45485,471,17670,1,5,0
"45204",45204,467,28465,1,9,0
"25830",25830,260,17072,1,3,0
"31901",31901,322,424,2,9,0
"40297",40297,410,25663,1,0,0
"7711",7711,36,2977,1,7,0
"57256",57256,616,23,2,5,0
"41617",41617,422,2751,2,2,0
"8664",8664,44,5876,2,8,0
"12783",12783,99,8270,3,2,0
"45675",45675,472,28656,2,8,0
"40044",40044,405,25529,4,0,0
"32090",32090,324,20661,3,8,0
"55885",55885,600,393,2,0,0
"45638",45638,471,5260,2,8,0
"20901",20901,201,3776,1,9,0
"11592",11592,80,343,2,8,0
"6578",6578,28,4379,1,4,0
"45500",45500,471,995,2,1,0
"28240",28240,286,2855,3,1,0
"47981",47981,498,8312,3,8,0
"34000",34000,343,21744,1,1,0
"39086",39086,394,14571,2,3,0
"34036",34036,343,21775,2,6,0
"33945",33945,343,21701,2,3,0
"22622",22622,227,14928,1,6,0
"47896",47896,497,30075,2,9,0
"124",124,9,110,5,6,1
"619",619,70,8,4,8,1
"52360",52360,558,1629,2,5,0
"602",602,67,315,4,1,1
"17617",17617,164,835,2,0,0
"16279",16279,148,10432,1,6,0
"17738",17738,164,11581,1,9,0
"746",746,86,43,4,5,1
"966",966,129,557,4,7,1
"28509",28509,286,17447,1,6,0
"1245",1245,172,884,5,6,1
"21782",21782,214,14384,2,3,0
"24895",24895,256,1267,3,0,0
"13800",13800,115,8903,3,9,0
"50782",50782,539,31576,3,9,0
"781",781,99,551,3,0,1
"7389",7389,34,4986,1,7,0
"39365",39365,397,25080,1,6,0
"41304",41304,420,5079,1,1,0
"2473",2473,349,1703,5,6,1
"42485",42485,430,1380,1,5,0
"3456",3456,508,2141,4,0,1
"7803",7803,37,890,1,9,0
"22518",22518,226,14863,2,0,0
"25731",25731,260,16983,2,6,0
"14944",14944,131,9544,1,3,0
"3549",3549,525,6,5,4,1
"30327",30327,306,19659,1,6,0
"26723",26723,268,1827,1,1,0
"20830",20830,201,13673,1,8,0
"30404",30404,307,19722,2,4,0
"6587",6587,28,4386,2,6,0
"22217",22217,222,14642,1,4,0
"3618",3618,534,2405,3,1,1
"10568",10568,75,6920,1,8,0
"2870",2870,413,2000,4,8,1
"16659",16659,151,10746,2,9,0
"16975",16975,154,4169,3,2,0
"44069",44069,448,9369,2,0,0
"22706",22706,227,8623,1,7,0
"48131",48131,498,30170,2,8,0
"9223",9223,52,6235,2,7,0
"3529",3529,522,368,4,2,1
"21832",21832,215,14414,1,5,0
"37505",37505,378,24011,1,6,0
"3620",3620,534,2407,4,7,1
"2555",2555,360,1772,5,1,1
"49740",49740,521,4134,2,8,0
"23066",23066,235,15158,1,7,0
"51666",51666,548,32165,2,0,0
"24822",24822,256,16282,2,5,0
"40334",40334,410,25694,2,2,0
"39967",39967,403,25467,3,0,0
"2589",2589,364,349,3,1,1
"43972",43972,447,27760,1,5,0
"44050",44050,447,181,2,8,0
"6071",6071,25,4018,2,9,0
"23036",23036,235,416,1,6,0
"34989",34989,352,9377,2,7,0
"43482",43482,442,11007,1,6,0
"1900",1900,269,1349,4,9,1
"7010",7010,28,4701,1,9,0
"6925",6925,28,271,2,5,0
"20904",20904,201,13711,1,6,0
"19515",19515,186,12799,2,6,0
"26261",26261,265,17212,2,7,0
"21892",21892,216,14451,2,4,0
"41370",41370,421,26348,3,9,0
"11946",11946,86,7697,1,8,0
"44750",44750,459,28192,1,0,0
"48045",48045,498,4130,1,5,0
"34433",34433,345,22084,1,6,0
"18314",18314,172,11944,1,7,0
"6711",6711,28,4476,2,1,0
"2594",2594,364,345,3,0,1
"43742",43742,442,396,3,9,0
"41292",41292,420,3814,2,0,0
"19967",19967,189,13049,1,8,0
"41098",41098,419,26235,3,1,0
"6585",6585,28,4385,2,2,0
"47156",47156,488,29521,1,3,0
"35440",35440,359,22676,2,6,0
"54298",54298,578,6670,3,2,0
"20758",20758,199,13636,2,7,0
"44075",44075,448,27787,2,5,0
"24194",24194,244,15825,2,6,0
"18254",18254,172,11906,2,4,0
"52890",52890,566,31421,2,6,0
"35522",35522,360,22752,2,6,0
"40537",40537,410,25872,1,4,0
"16745",16745,151,10828,1,4,0
"23120",23120,235,2868,3,0,0
"37543",37543,378,24032,1,2,0
"31917",31917,322,5064,2,5,0
"52418",52418,558,32505,4,0,0
"7599",7599,35,5120,1,5,0
"18901",18901,177,12414,1,7,0
"7229",7229,32,4881,1,7,0
"8029",8029,40,2838,2,2,0
"37751",37751,382,24170,1,1,0
"51559",51559,548,32091,1,2,0
"43812",43812,444,428,4,1,0
"45509",45509,471,5242,2,5,0
"35034",35034,352,22420,2,4,0
"17723",17723,164,11570,2,3,0
"22444",22444,226,14795,1,5,0
"40972",40972,417,26146,1,5,0
"54940",54940,589,23073,3,0,0
"16603",16603,151,10702,3,9,0
"31583",31583,317,20302,1,4,0
"37233",37233,378,23811,1,8,0
"35134",35134,355,22479,1,6,0
"12865",12865,101,819,2,7,0
"28388",28388,286,44,2,5,0
"43055",43055,436,27296,2,7,0
"37550",37550,378,24037,1,3,0
"8977",8977,48,398,1,6,0
"2667",2667,378,1855,3,7,1
"22643",22643,227,3679,3,7,0
"15319",15319,139,9766,2,9,0
"11587",11587,80,2975,2,1,0
"36102",36102,365,1800,2,8,0
"46170",46170,478,6704,2,5,0
"22458",22458,226,14807,2,0,0
"35073",35073,352,22438,2,9,0
"47070",47070,488,29469,2,3,0
"18238",18238,171,11890,2,1,0
"600",600,67,64,4,5,1
"2881",2881,416,2009,4,2,1
"4546",4546,3,2945,2,6,0
"19473",19473,186,178,1,1,0
"211",211,21,180,4,6,1
"5786",5786,19,412,2,8,0
"30707",30707,311,2478,2,8,0
"55004",55004,590,30171,1,3,0
"1230",1230,171,869,4,2,1
"28225",28225,286,2835,2,8,0
"19444",19444,186,12747,4,9,0
"19957",19957,189,13042,1,1,0
"15618",15618,142,9938,2,3,0
"30999",30999,314,3899,2,1,0
"7408",7408,34,2897,2,9,0
"45242",45242,469,28494,1,6,0
"45650",45650,472,28642,2,2,0
"41303",41303,420,26316,2,2,0
"26575",26575,268,17339,1,6,0
"54854",54854,586,2607,1,0,0
"25477",25477,260,16767,1,4,0
"18853",18853,177,12374,1,5,0
"10767",10767,75,7038,2,0,0
"52241",52241,556,8286,1,4,0
"10763",10763,75,7034,2,2,0
"45764",45764,472,28704,1,5,0
"4478",4478,3,2897,2,8,0
"16206",16206,148,10377,2,6,0
"48025",48025,498,2906,2,8,0
"46146",46146,478,667,2,0,0
"13923",13923,115,8997,2,0,0
"30165",30165,303,19548,1,8,0
"7578",7578,34,80,1,8,0
"40122",40122,407,11451,3,9,0
"3151",3151,455,167,4,2,1
"44035",44035,447,2341,2,9,0
"45595",45595,471,1532,2,7,0
"34203",34203,345,21903,1,6,0
"31143",31143,314,20070,1,4,0
"50772",50772,539,31567,2,5,0
"15052",15052,134,3518,2,6,0
"22488",22488,226,14837,2,3,0
"41356",41356,421,26343,1,7,0
"36609",36609,371,23459,1,3,0
"16857",16857,152,10935,3,9,0
"35821",35821,363,13851,2,7,0
"25451",25451,260,16744,1,6,0
"18967",18967,177,910,2,1,0
"28611",28611,286,18508,3,9,0
"53306",53306,571,15219,1,4,0
"49782",49782,522,31184,1,5,0
"13895",13895,115,8983,1,5,0
"54213",54213,578,326,1,6,0
"10655",10655,75,6963,2,1,0
